account,postdate,tweet,link,topic_tag,comments,retweets,likes,shares,replysource,platform,views,page
afrkml,2025-08-26 14:44:46+00:00,"Mau mainan angka?  Efek samping vaksin serius (misal reaksi alergi berat) biasanya <1 per 1 juta dosis.  Risiko kematian akibat campak bisa 1–3 per 1.000 kasus.  Sementara kasus di Sumenep, 2000 anak kena, & 16 di antaranya meninggal.  Alih2 3:1000, rasionya jadi 8 per 1000!!!",https://x.com/afrkml/status/1960352725834829999,,0,0,0,,,x,2.0,
whinnnzzz,2025-08-26 14:16:03+00:00,"Kemungkinan efek samping berat pasca vaksin perbandingannya 1: 1.000.000  Kemungkinan meninggal anak yg tidak divaksin lalu kena campak adlh 1:1.000.   Sementara di sumenep sudah 17 anak meninggal dr ribuan kasus, dmn 16 di antaranya ga divaksin.",https://x.com/whinnnzzz/status/1960345500798062893,,0,0,0,,,x,7.0,
rsislambontang,2025-01-30 01:34:22+00:00,Layanan Imunisasi/ Vaksinasi Anak Poli KIA RS Islam Bontang  Melayani Vaksinasi :  Bacillus Calmette-Guerin (BCG) Polio Oral (OPV) DPT-HB-Hib Polio Injeksi (IPV) Pneumococcal Conjugate Vaccine (PCV) Rotavirus Measles/ Campak Rubella (MR),https://x.com/rsislambontang/status/1884777142644531573,,0,0,0,,,x,101.0,
MyHEALTHKKM,2025-01-14 21:57:45+00:00,"Bahaya Campak : Fakta & Mitos Yang Perlu Anda Tahu  Sertai TikTok Live di http://tiktok.com/@myhealthkkm pada pukul 3.00 hingga 4.00 petang esok bersama Dr. Muhammad Akmal bin Moh Nor, Pakar Perubatan Keluarga dari Klinik Kesihatan Batu 14, Hulu Langat.  #MalaysiaSihat",https://x.com/MyHEALTHKKM/status/1879286807462093031,,0,0,0,,,x,753.0,
Hrs9Styles,2025-01-14 21:45:45+00:00,Sedap sial main. Boleh dah ni chelsea beli. Nkunku nak dijual en. Campak jackson chelsea B,https://x.com/Hrs9Styles/status/1879283790323036423,,0,0,0,,,x,69.0,
kilometrik0,2025-01-14 21:40:11+00:00,"Kalau bapak kau macam setan jangan sama kan dengan lelaki lain bang. Itu bapak kau yang problem. Kau baca apa yang kau nak rasa betul. Anak dia kena dera, luka tu semua kau campak laut buat2 tak nampak. Anak sakit tak bagitahu, bazirkan masa kerja orang. Tak bagitahu tarikh",https://x.com/kilometrik0/status/1879282388465008736,,0,0,0,,,x,1.0,
ayasufi88,2025-01-14 17:27:45+00:00,"Ekonomi jahanam? Sid, kau memang tak ada self respect ek. Undang-undang yang konon kau dapat tauliah jadi peguam pun, kau hanyut ke longkang bila berbahas. Ini kau nak cakap pasal ekonomi. Hello, professional fees pun, kau campak dekat clerks untuk pengiraan. Ekonomi?  Bha ha ha",https://x.com/ayasufi88/status/1879218861138162113,,0,0,0,,,x,16.0,
nd2100o,2025-01-14 16:40:02+00:00,50% Tu baik campak je dalam tv https://x.com/mm_mmarvelous//mm_mmarvelous/status/1879206290561663205…,https://x.com/nd2100o/status/1879206854959784073,,0,0,0,,,x,18.0,
WanJipun,2025-01-14 14:54:30+00:00,Wkwkwk campak shackle je tan. Senang,https://x.com/WanJipun/status/1879180294156399054,,0,0,0,,,x,80.0,
cekodokcaramel_,2025-01-14 14:34:15+00:00,Kalau tgh nangis then ada orang pujuk kau tapi pacak phone utk record. Kau terajang phone tu ke kau campak luar tingkap?,https://x.com/cekodokcaramel_/status/1879175200463544610,,0,0,0,,,x,18.0,
hokshiurideisik,2025-01-14 14:15:11+00:00,Mana aku campak ticket tps ritu eh.—.,https://x.com/hokshiurideisik/status/1879170401873666253,,0,0,0,,,x,35.0,
jackcibo,2025-01-14 13:23:34+00:00,spender pun nak rembat + pengotor tahap boleh hidup kalau campak dalam lubang babi. What a deadly duo,https://x.com/jackcibo/status/1879157409958228429,,0,0,0,,,x,52.0,
in_muslem,2025-01-30 15:41:30+00:00,"""yang penting aku dah bayar astro...semua kucing,campak frieskies dengan penuh harry potter untuk tanda kekuasaan & bukti yang nyata tak bayar saman""",https://x.com/in_muslem/status/1884990328538824801,,0,0,0,,,x,21.0,
anaaaaja26,2025-01-30 14:37:38+00:00,mungkin efek samping suntik campak,https://x.com/anaaaaja26/status/1884974258281210284,,1,0,2,,,x,195.0,
wuvjsjwo0,2025-01-30 12:53:03+00:00,the real campak dalam hutan pun boleh tidur,https://x.com/wuvjsjwo0/status/1884947938641899675,,0,0,0,,,x,286.0,
nitaliya,2025-01-30 11:53:50+00:00,tengah finalise kan payroll sampai lupa baju kt dobi. dua jam gak la terbiar baju kt dobi tu. nasib baik dorang tak campak keluar.,https://x.com/nitaliya/status/1884933036346917300,,0,0,0,,,x,362.0,
ereection,2025-02-14 23:46:52+00:00,gini amat ya tetep aja di campkan padahal udh suntik campak:(((,https://x.com/ereection/status/1890548293303701550,,0,0,0,,,x,13.0,
fauvineyard,2025-02-14 23:38:05+00:00,"Mau ngiklan atau enggak, yang penting ilmunya bang. Cobain dulu lu sakit kulit pasti pernah cacar dan campak apa gak ganggu keseharian lu juga? Kalo cacar dan campaknya waktu kecil, kayak gak pernah ngerengek nangis-nangis ke nyokap lu aja.",https://x.com/fauvineyard/status/1890546083396301083,,0,0,0,,,x,147.0,
nd2100o,2025-02-14 23:25:42+00:00,Dia takde mati la semua boleh campak nuclear,https://x.com/nd2100o/status/1890542966810255665,,0,0,0,,,x,17.0,
sadb00tie,2025-02-14 20:02:45+00:00,"I baca tu mcm apoooooo… laki aku anak menangih kat sebelah boleh bt pekak telinga, mmg i campak botoi susu kat kepala dia hahah lani kalau i tanya dia takmau tambah anak lagi ka, membe kata takmau dah serik kena berjaga tiap 2 jam",https://x.com/sadb00tie/status/1890491892518809819,,0,0,0,,,x,38.0,
cintaisbabo,2025-02-14 15:55:58+00:00,perdana keluar setelah campak dan gondongen itu,https://x.com/cintaisbabo/status/1890429786696057198,,0,0,0,,,x,30.0,
dlwlrma__Xborg,2025-02-14 14:31:46+00:00,"Di lrt gua denger ada yg bilang gini sama temennya ‘gegara campak lo bisa auto imun, itu emanng campak doang kali?’   Pas denger gini gua ketawa, kek mau bilang ke mbanha ‘Lah mba gua juba autoimun gegara campak’",https://x.com/dlwlrma__Xborg/status/1890408596652908999,,0,0,0,,,x,183.0,
afis_farisxxvii,2025-02-14 14:30:29+00:00,"PC aku sekarang ni ada slot disket lagi. pastu nak pakai zoom pun takleh, kne guna web punya pastu lag punya la azab. nak je aku campak PC tu dari tingkap opis...",https://x.com/afis_farisxxvii/status/1890408276958892064,,0,0,0,,,x,22.0,
sashimine,2025-02-14 13:16:28+00:00,BURU CAMPAK DOANG MAH BISA KALI NEKAT DIKIT @maria_mgdalenaa @iratheresia_,https://x.com/sashimine/status/1890389646355365993,,0,0,0,,,x,149.0,
nrezatiauni,2025-02-14 13:13:17+00:00,"i made tomyam campak campak lunch tadi sebab nak habiskan stok dalam peti, ingatkan nak makan sampai malam tapi laku lah pulak tomyamnya",https://x.com/nrezatiauni/status/1890388846463893884,,0,0,0,,,x,49.0,
RaintRico,2025-02-14 11:46:18+00:00,"Sama kak.. kita jg awam pas adek kena sjs... Awalnya krn minum obat antibiotik.. pd saat keluar ruam awal, kami kira itu campak... Tp lama2 ruam makin bnyk n kulit melepuh.. kami akhirnya bawa ke RS stlh kondisi adek susah bernafas n luka sdh hampir sekujur tubuh...",https://x.com/RaintRico/status/1890366955745415470,,0,0,0,,,x,677.0,
ahmdnzmi,2025-02-14 09:29:02+00:00,Boleh campak jauh² kot vape yang tergantung kat Leher tu. Macam mana nak panggil pok nya walid rokok pun on standby mode 24/7.,https://x.com/ahmdnzmi/status/1890332412350955887,,0,0,0,,,x,103.0,
rainfall00_,2025-02-14 09:24:45+00:00,Ini komik blm ketemu2 anjay  Ntah aku campak kemana ni komik,https://x.com/rainfall00_/status/1890331333580198100,,0,0,0,,,x,19.0,
detikHealth,2025-02-27 23:21:29+00:00,"AS Laporkan Kematian Akibat Wabah Campak, Pertama dalam 10 Tahun Terakhir",https://x.com/detikHealth/status/1895252946839081305,,0,0,0,,,x,434.0,
panjxat,2025-02-27 19:29:10+00:00,main campak aja bah,https://x.com/panjxat/status/1895194482154635483,,0,0,0,,,x,4.0,
bleuflakes,2025-02-27 17:02:27+00:00,kondisi kulit after campak emang secerewet itu ya ternyata,https://x.com/bleuflakes/status/1895157559604207903,,0,0,0,,,x,37.0,
md_zuwairi,2025-02-27 15:49:43+00:00,"munajat konon pigidahhhhhh.YDP PAS GERIK PERAK,Khatib PAS pakat biadap derhaka kujrang ajar ko ank campak mana,kahkahkah",https://x.com/md_zuwairi/status/1895139258652074213,,0,0,0,,,x,48.0,
tilehopper,2025-02-27 15:40:10+00:00,"Kayak lu bayangin kita berhasil eridikasi campak sekarang di USA mewabah lagi karena mereka punya presiden tolol, menkes tolol, dan rakyat yang sama tololnya juga.   Kasus flu burung disana sampe ngerusak harga telur dan udah loncat spesies ke sapi dan manusia (lewat susu mentah)",https://x.com/tilehopper/status/1895136855173275674,,0,0,0,,,x,814.0,
sebongnoona24,2025-02-27 14:46:19+00:00,"Jadi kan gue kena demam campak kan ya. Trus, kata dokternya virusnya udah ada di badan gue sejak bulan januari kemarin, trus makin parah pas awal februari pas warna dahak gue warnanya agak kekuningan (sorry)",https://x.com/sebongnoona24/status/1895123301309300952,,0,0,0,,,x,41.0,
detikHealth,2025-02-27 14:17:06+00:00,"Video: AS Laporkan Kematian Akibat Campak, 2 Pasien dari Texas https://health.detik.com/detiktv/d-7799013/video-as-laporkan-kematian-akibat-campak-2-pasien-dari-texas?utm_source=twitter&utm_medium=oa&utm_content=detikhealth&utm_campaign=detikcomsocmed…",https://x.com/detikHealth/status/1895115948627198012,,0,0,0,,,x,429.0,
20detik,2025-02-27 14:16:09+00:00,"Video: AS Laporkan Kematian Akibat Campak, 2 Pasien dari Texas https://20.detik.com/detikupdate/20250227-250227132/video-as-laporkan-kematian-akibat-campak-2-pasien-dari-texas??utm_campaign=detikcomsocmed&utm_medium=oa&utm_source=twitter&utm_content=20detik…",https://x.com/20detik/status/1895115711003111543,,0,0,0,,,x,33.0,
n_alysaa,2025-02-27 13:15:54+00:00,Jihoon is such an easy-going person hahaha memang definisi campak la kat mana2 show dia boleh survived even sorang  https://x.com/whatanIDOL/sta/whatanIDOL/status/1894718678224228368…,https://x.com/n_alysaa/status/1895100548606763523,,0,0,0,,,x,43.0,
nixs3113,2025-02-27 13:07:18+00:00,"Sesuai, klu mati campak je dlm sungai",https://x.com/nixs3113/status/1895098382131372045,,0,0,0,,,x,479.0,
Biskut_K,2025-02-27 11:19:31+00:00,"Ingatkan site jb habis dpt la layan site central, nokharom kne campak kedah pulak pasni",https://x.com/Biskut_K/status/1895071257617748052,,0,0,0,,,x,153.0,
duraNOTace,2025-02-27 11:19:21+00:00,beskal dia campak gitu je,https://x.com/duraNOTace/status/1895071215699808514,,0,0,0,,,x,27.0,
rmlsqzr,2025-02-27 10:08:08+00:00,Campak cacar,https://x.com/rmlsqzr/status/1895053295808598310,,0,0,0,,,x,53.0,
nrzlkhaz_,2025-03-14 21:28:34+00:00,Tulaa sedihnya tengok. Semoga kucing tu dapat kembali dekat tuan dia dan harap penjahat tu pulak kena campak macam tu,https://x.com/nrzlkhaz_/status/1900660348774175163,,0,0,0,,,x,66.0,
emtheae,2025-03-14 19:01:26+00:00,btw akak tu mungkin rider sebab dia scan each parcel & campak kat tangga  tapi kat tangga tu sumpah banyak gila parcel,https://x.com/emtheae/status/1900623322657980615,,0,0,0,,,x,34.0,
syedxfaiz,2025-03-14 13:55:13+00:00,"Warga asing pulak dahh. Haaa tangkap sumbat dlm jel imigresen, humban balik mana depa mai. Ada puak imigran juga manusia, campak buang sekali.",https://x.com/syedxfaiz/status/1900546260177989851,,0,0,0,,,x,50.0,
Ayyani4800,2025-03-14 13:21:25+00:00,"Try ubat lain pulak. Kalau tak ok, gi farmasi tu campak ubat tu. Habis duit je, baik gi klinik. Banyak kali dh kena scam dgn farmasi.",https://x.com/Ayyani4800/status/1900537755257774142,,0,0,0,,,x,41.0,
Bybyluvryu,2025-03-14 12:10:15+00:00,"Aku skrg tw alasan, knp aku gk sepintar adekku adalah pas aku masih umur 9 bln, sakit campak eh ama dokter dikasih obat keras efeknya ke sel"" otak n jaringan saraf",https://x.com/Bybyluvryu/status/1900519845277618281,,0,0,0,,,x,142.0,
fxckxffgxrls,2025-03-14 12:00:30+00:00,Buat buat tanya dkt mana donut eh lupa dh ke kau campak bodoh dasar nyanyuk,https://x.com/fxckxffgxrls/status/1900517388665118878,,0,0,0,,,x,684.0,
HilmiAdi,2025-03-14 11:25:41+00:00,Industrial Court to get RM5mil AI powered transcript system   RM5mil sebab dia campak istilah AI dalam tu.   https://freemalaysiatoday.com/category/nation/2025/03/14/industrial-courts-to-get-rm5mil-ai-powered-transcription-system/…,https://x.com/HilmiAdi/status/1900508629687832836,,0,0,0,,,x,60.0,
amsyar1308,2025-03-14 11:10:19+00:00,Minggu depan nak kena keluar. Sekarang mana aku campak passport aku?,https://x.com/amsyar1308/status/1900504761360867456,,0,0,0,,,x,66.0,
fxckxffgxrls,2025-03-14 11:00:41+00:00,Makanan tu aku dh craving lama kau boleh campak benda tu habis jatuh kotor babi babi babi manusia,https://x.com/fxckxffgxrls/status/1900502336641896936,,0,0,0,,,x,599.0,
fxckxffgxrls,2025-03-14 10:57:16+00:00,Buang la semua makanan tu biar kebulur makanan aku duk elok dkt situ tk kacau kau tapi kau campak dkt lantai bodoh manusia,https://x.com/fxckxffgxrls/status/1900501479057973359,,0,0,0,,,x,601.0,
fxckxffgxrls,2025-03-14 10:56:07+00:00,Beli makanan kena campak bagus la penat sial duk dlm rumah ni,https://x.com/fxckxffgxrls/status/1900501188916765054,,0,0,0,,,x,545.0,
hannnnnBeeeee,2025-03-14 10:51:19+00:00,"Kalopun ada bopeng itu di antara alis, tapi bukan karena jerawat tapi karna campak. Bekas campak bikin bopeng.. Tapi gpp kata suami manis kok",https://x.com/hannnnnBeeeee/status/1900499980009525371,,0,0,0,,,x,113.0,
fathihilmi_,2025-03-30 22:11:37+00:00,stay safe sajae n fam... kalau perlu beli mercun bola campak kat dia,https://x.com/fathihilmi_/status/1906469387705659431,,0,0,0,,,x,48.0,
Ispitzionist,2025-03-30 21:48:51+00:00,And kau campak around the world itu kat mana setan ? Seriously orang Indon ni semua nya kurang cerdik kah ???,https://x.com/Ispitzionist/status/1906463658009645554,,0,0,0,,,x,297.0,
minjihypeboy,2025-03-30 19:27:30+00:00,nak nangis aku penat buat songkok untuk dia tapi getah selalu tercabut menguji iman betulla aku campak budak tu keluar kang,https://x.com/minjihypeboy/status/1906428085966352598,,0,0,0,,,x,20.0,
nd2100o,2025-03-30 15:13:35+00:00,Campak dia lawan aku,https://x.com/nd2100o/status/1906364188118929895,,0,0,0,,,x,16.0,
siyonaru,2025-03-30 13:24:11+00:00,"aku pas kena campak tetep mandi loo ta, soalnya lengket banget badan rasanya",https://x.com/siyonaru/status/1906336658011656515,,0,0,0,,,x,22.0,
salicylicasid,2025-03-30 12:34:27+00:00,"Done  Konsul telemedicine, katanya kemungkinan efek kombinasi obat yg gak pas. Krn tinggal 2x minum (pagi dan sore) jd ttp dihabiskan, dgn tambahan obat alergi. Ada kemungkinan jg efek dr kombinasi tipes+infeksi bakteri+campak. Riyoyo taun ini sungguh istimewa.",https://x.com/salicylicasid/status/1906324141814452469,,0,0,0,,,x,142.0,
GR94Thomas,2025-03-30 12:16:27+00:00,"Habis pulang jaga IGD wabah campak, masyarakat adat & RSUD ngadain bakar batu di area kompleks RS ( bakar batunya ayam dikasih bumbu kuning ). Pengalaman sekali seumur hidup",https://x.com/GR94Thomas/status/1906319610917568819,,0,0,0,,,x,3.0,
chelan_28,2025-03-30 11:58:03+00:00,Tak larat nak merendang atas dapur kuali... Campak jer dalam pressure cooker...,https://x.com/chelan_28/status/1906314979957166141,,0,0,0,,,x,137.0,
danielxcc1,2025-03-30 11:17:02+00:00,"Jangan tarik balik report polis biar mamat askar bodoh ni hilang keje, ataupun kene campak jauh. Kimak betul",https://x.com/danielxcc1/status/1906304656806125784,,0,0,0,,,x,56.0,
Lullabyjinie,2025-03-30 11:13:41+00:00,"Kok caca sih anjer, cam cam campak",https://x.com/Lullabyjinie/status/1906303816670343508,,0,0,0,,,x,41.0,
ExeItPlan,2025-03-30 08:41:34+00:00,Aku rasa aku kena campak memana hidup jela kot dayyum,https://x.com/ExeItPlan/status/1906265532309045546,,0,0,0,,,x,9.0,
MancioRexford,2025-03-30 08:16:43+00:00,Ubun ubun kena campak Pak Pak Bangun Pak...,https://x.com/MancioRexford/status/1906259279532982577,,0,0,0,,,x,45.0,
_sigadismanis,2025-04-14 18:42:52+00:00,Kejap lagi mungkin aku campak je Yaya dari rumah. Dahlah orang kutip dia tapi tak sedar diri. Semua kucing dia nak kacau.,https://x.com/_sigadismanis/status/1911852673600786434,,0,0,0,,,x,56.0,
belialrising,2025-04-14 17:50:35+00:00,"Elak guna emergency lane. Jalan tepi biasanya kotor, banyak skru, paku. nasib tak baik, tayar boleh pancit.  Dulu ada cerita, 2,3 hari nak raya, bengkel motor campak paku, cari makan tukar tiub tayar. Bengkel Buka sampai ke pagi. Dia tahu ramai yang kena. Tayar pancit.",https://x.com/belialrising/status/1911839514173296644,,0,0,0,,,x,217.0,
aizaazlan1,2025-04-14 15:16:03+00:00,Risau ek yg single ni kena campak kat ss huaaa ku redhaa,https://x.com/aizaazlan1/status/1911800627082248456,,0,0,0,,,x,17.0,
HikerSKIRK,2025-04-14 15:04:25+00:00,cupcupcup sini eita blm suntik campak kan ?,https://x.com/HikerSKIRK/status/1911797698526920721,,0,0,0,,,x,15.0,
lacedsa,2025-04-14 14:41:35+00:00,hidup lagi cape dan EB team meributkan campak german iGV ke ipb @Meta AI,https://x.com/lacedsa/status/1911791952691106298,,0,0,0,,,x,99.0,
anisadnan_,2025-04-14 13:47:06+00:00,"haah lah, mainan yang banyak-banyak dia beli tu campak mana agaknya ya  sesuailah main mainan budak-budak + main tik tok = terencat.",https://x.com/anisadnan_/status/1911778241863618851,,0,0,0,,,x,583.0,
cherishcakee,2025-04-14 13:33:07+00:00,tidak menyangka campak bakal menyerang anak di umur 20 taun ini,https://x.com/cherishcakee/status/1911774724302274694,,0,0,0,,,x,7.0,
sourpwiti,2025-04-14 13:19:49+00:00,"woi gue mau review sakit campak guys, dr kamis gue sakit sampe skrg masih nyisa dikit   bagian paling menyiksa; - panas suhunya 39 40 39 40 39 40 hampir 3 hari, wallahi mimpi gue udh egk karuan guys  - badan LEMESSSSSS banget padahal kerjaannya cm tidurrrrannnnn doang",https://x.com/sourpwiti/status/1911771377104826419,,0,0,0,,,x,103.0,
povcky,2025-04-14 13:18:11+00:00,Dah seminggu lagi bjir ada-ada aja segala kena campak,https://x.com/povcky/status/1911770965299937604,,0,0,0,,,x,26.0,
melodydeena,2025-04-14 12:40:48+00:00,"Lepas stop campak dekat sg, dia letak aku sorang jaga 3 division tanpa ada assistant/staff. Semua benda aku handle sendiri. Dari check barang sampai buat report sampai handle shipment.   Aku pernah je bersuara mintak staff sorang pun jadi la, support aku sebab overload.",https://x.com/melodydeena/status/1911761555005514101,,0,0,0,,,x,56.0,
hanif78588,2025-04-14 11:18:52+00:00,Dia campak org bawah an dia bawah bas lagu tu ja?,https://x.com/hanif78588/status/1911740937971118361,,0,0,0,,,x,3.0,
daisyharuto,2025-04-14 11:11:56+00:00,KANNNN DASAR LA !!! tak call pon nak hantar barang main campak je,https://x.com/daisyharuto/status/1911739192830468248,,0,0,0,,,x,62.0,
ashaabull,2025-04-14 11:02:27+00:00,Kok surya makin hari makin campak sihh,https://x.com/ashaabull/status/1911736805365559771,,0,0,0,,,x,34.0,
HinataYeos,2025-04-29 23:24:40+00:00,terpaksa guna eyebrow yang kontot ni. yang baru entah campak mana,https://x.com/HinataYeos/status/1917359407253578113,,0,0,0,,,x,40.0,
ArukSharukh,2025-04-29 19:51:35+00:00,Kaw kaw dengki eh terus report . Takpa tunggu aku campak dkt dahi kau,https://x.com/ArukSharukh/status/1917305783425065128,,0,0,0,,,x,108.0,
NorshafiqM,2025-04-29 18:57:21+00:00,"isteri mcm ni campak kt zoo je,sesuai,biar harimau makan kau,",https://x.com/NorshafiqM/status/1917292134509732029,,0,0,0,,,x,33.0,
PotatoTada,2025-04-29 15:08:05+00:00,Yelah anak bongsu tinggal sorg yg lain dah besar yg kecik ni campak mane mane pun boleh,https://x.com/PotatoTada/status/1917234439819809252,,0,0,0,,,x,10.0,
annaraffsyadh,2025-04-29 14:18:51+00:00,Iyaa bner skarang lagi musim kalau ga tipes campak beb. Slnya cuacanya lagi jlek jadi harus kuat kuat imun wkwkek,https://x.com/annaraffsyadh/status/1917222048214192245,,0,0,0,,,x,44.0,
kontarOP,2025-04-29 13:50:14+00:00,"@SPRMMalaysia check: takkan INVOKE through sub cons sub cons tak dapat kerja buat website PADU. PADU dah pakai? Untuk subsidi apa eik Oklah covid abis mysejahtera pun sama. Tukar kerajaan PADU campak je! Oh, but not the real PADU of @bptmsdosm of @officialmosti. @EkonomiMalaysia",https://x.com/kontarOP/status/1917214847793856913,,0,0,0,,,x,97.0,
lomlrenhyuck,2025-04-29 13:33:32+00:00,ak tuh emang campak able yah??,https://x.com/lomlrenhyuck/status/1917210644300103750,,0,0,0,,,x,192.0,
intmariexx,2025-04-29 13:17:44+00:00,NCT je ke buat duit kat SM tu.  Riize kau campak mana dah macam dah tak dengar khabar,https://x.com/intmariexx/status/1917206669052051607,,0,0,0,,,x,74.0,
decemberillax,2025-04-29 13:15:34+00:00,Demi apa sih? Si Utsman campak. Stress bgt gw,https://x.com/decemberillax/status/1917206124002161020,,0,0,0,,,x,17.0,
mydreamisyou000,2025-04-29 13:14:28+00:00,baru balik periksa ke dokter ternyata bukan alergi tp kena campak...,https://x.com/mydreamisyou000/status/1917205845802357165,,0,0,0,,,x,59.0,
blouminghearts,2025-04-29 12:55:02+00:00,muak dengan drama campak ini ya allah,https://x.com/blouminghearts/status/1917200954539364598,,0,0,0,,,x,54.0,
cquerkxboii_,2025-04-29 12:27:59+00:00,Confident dari kecik dah pernah kene ciken pox. call mak mak cakap dulu kene campak sekam yang kecik2 halus ja,https://x.com/cquerkxboii_/status/1917194148333208000,,0,0,0,,,x,737.0,
vict0Riaz,2025-04-29 10:51:23+00:00,"memang la amik lesen manual. tapi dah kalau last drive kereta manual pun waktu test jpj 2 years ago, ko expect aku boleh terus bawak ke kereta manual kalau campak satu",https://x.com/vict0Riaz/status/1917169837241204952,,0,0,0,,,x,116.0,
nrldaud,2025-04-29 10:37:08+00:00,Aku menahan diri dari reply dengan kata² kesat dari neraka bila orang yang campak pasir dalam periuk nasi aku tengah promot novel baru dia dalam group yang AKU ADMINNYA. Dasar tak tahu malu,https://x.com/nrldaud/status/1917166251752956259,,0,0,0,,,x,219.0,
Kakaroct87,2025-05-14 23:21:42+00:00,Wak47 mafia rasuah apadahal...bnyk ahli yg dia campak sblm ni yg x setuju dgn dia. Mmber jenis diktator. Mmg kaki humban org pun. X heran pun. Yg penting bos selamat dari kes dnaa hasil dari tunjuk ajar ku sifu... Sifunya siapa? Sah2 la dajjal yg brpangkat tinggi 2 kali msuk jail,https://x.com/Kakaroct87/status/1922794480698036512,,0,0,0,,,x,14.0,
ynzmri,2025-05-14 17:49:14+00:00,boleh tak sesiapa serang rumah musibat yang pukul kucing sumbat dalam longkang tu? pls lah belasah pastu campak dia dalam longkang balik,https://x.com/ynzmri/status/1922710810385600823,,0,0,0,,,x,82.0,
knghoon,2025-05-14 15:59:08+00:00,beneran campak kah,https://x.com/knghoon/status/1922683104952549385,,0,0,0,,,x,88.0,
imprepraring,2025-05-14 14:22:55+00:00,Wkwk campak apa kampak,https://x.com/imprepraring/status/1922658891457769760,,0,0,0,,,x,16.0,
Excavator_carls,2025-05-14 13:37:49+00:00,Adoiyai.. aku lelaki pun geli nak buat camtu even spender aku sendiri.. dah tanggal terus campak dalam mesin basuh.. tu pon basuh takan campur dengan pakaian lain..,https://x.com/Excavator_carls/status/1922647539301355745,,0,0,0,,,x,368.0,
amer7211,2025-05-14 13:00:59+00:00,Campak je walaun2 macam ni bawah lori najis.,https://x.com/amer7211/status/1922638269574943139,,0,0,0,,,x,30.0,
dkcrepes,2025-05-14 12:57:20+00:00,Sumpah ya kena campak gak enak recovernya lama banget,https://x.com/dkcrepes/status/1922637352645644777,,0,0,0,,,x,63.0,
arafiqzkl,2025-05-30 23:00:26+00:00,"Sama banget sama saya, 2 minggu lalu. Demam disertai nyeri otot dan sendi. Tapi dokternya bilang campak",https://x.com/arafiqzkl/status/1928587332338208811,,0,0,0,,,x,748.0,
captain68404915,2025-05-30 15:40:10+00:00,Campak campak apa bahan ada dalam peti ais,https://x.com/captain68404915/status/1928476538317721866,,0,0,0,,,x,11.0,
jsbebehhh,2025-05-30 15:33:49+00:00,fancam freehage aku ni elok je aku campak diri aku sendiri dalam laut,https://x.com/jsbebehhh/status/1928474941181104503,,0,0,0,,,x,67.0,
jeonbeaniewoo,2025-05-30 15:22:23+00:00,"7dream potong jari , bnd kena gasak , svt kena campak dekat laut 🫩🫩🫩🫩",https://x.com/jeonbeaniewoo/status/1928472062835806617,,0,0,0,,,x,93.0,
PejuangPH,2025-05-30 14:44:21+00:00,Campak kt permatang pauh pon rafizi boleh menang lah,https://x.com/PejuangPH/status/1928462490377326767,,0,0,0,,,x,818.0,
suzie_suzz,2025-05-30 14:30:19+00:00,"dah ada improvement, ada 'akal' sket nak mitigate issues.  Undergrad = exec level.  Exec level ni supposedly campak ke mana pun boleh hidup. Xyah tunggu apa nak kena buat, apa nak kena suruh.  Anon grab je peluang ni, bersyukur + perform dulu. Chaiyok!!!",https://x.com/suzie_suzz/status/1928458958014136418,,0,0,0,,,x,59.0,
kevinbestboyz,2025-05-30 14:28:57+00:00,campak taik sekali kalau boleh,https://x.com/kevinbestboyz/status/1928458613368213618,,0,0,0,,,x,28.0,
ntodl,2025-05-30 14:10:15+00:00,"Ini mah bukan campak dah kayanya, masa kambuh kambuhan buset",https://x.com/ntodl/status/1928453908109639744,,0,0,0,,,x,17.0,
analytic_people,2025-05-30 14:05:21+00:00,"Zahid pun tak suka KJ, kalau tidak tak ada maknanya dia campak KJ ke Sungai Buloh tu.  Palatao sungguh kau ni",https://x.com/analytic_people/status/1928452675244617807,,0,0,0,,,x,1.0,
ZuaTheGreek,2025-05-30 13:54:42+00:00,Biasa lah politik dik non..lagi2 yang berkabel nih..lagi2 kabel warna kuning..campak ke bukit jadi carcosa seri negara..campak ke pulau jadi the taraas..pilih jer nak dok tang mana nak jadi apa..tup2 jadi..,https://x.com/ZuaTheGreek/status/1928449997185417422,,0,0,0,,,x,127.0,
nadiasuhaii,2025-05-30 13:52:50+00:00,"dia ni campak kat mana-mana, tak hidup ni  lurus amat",https://x.com/nadiasuhaii/status/1928449525598847298,,0,0,0,,,x,13.0,
nbae114,2025-05-30 13:26:01+00:00,Just do it and tawakal je sebab Allah pemberi rezeki. Hahahaha sambil2 tu usaha la sambil job searching. Mungkin mmg ada mindset “aku campak kat mana2 pun aku boleh hidup” so jenis tak kesah sangat,https://x.com/nbae114/status/1928442778628845603,,0,0,0,,,x,13.0,
kevinbestboyz,2025-05-30 12:34:26+00:00,u patut campak telur beb,https://x.com/kevinbestboyz/status/1928429795311825396,,0,0,0,,,x,56.0,
inthao_o,2025-05-30 11:26:44+00:00,Roseola(?) yg kayak campak gtu kak,https://x.com/inthao_o/status/1928412760439738430,,0,0,0,,,x,19.0,
deartime__,2025-05-30 10:28:58+00:00,I saw dia baling campak gitu je tapi tak expect akan hilang…..and also takut nak cakap,https://x.com/deartime__/status/1928398219211411682,,0,0,0,,,x,22.0,
